probe,kernel,atom_shape,dtype_a,dtype_b,dtype_acc,M,N,K,output_match,output_total,cutlass_free_preprocessor,cutlass_free_binary,notes
wgmma_hello,m64n8k16-bf16,m64n8k16,bf16,bf16,f32,64,8,16,512,512,PASS,PASS,All 512 D entries equal expected K=16; cutlass/cute zero-symbol gate passes on both nvcc -E and cuobjdump --dump-elf-symbols
